		20代まで初婚率	30代まで初婚率			平均μ	σ	分散σ^2	
		90.00%	97.03%			0	0.5	0.25	
		SUM($E$9:$E$368)	SUM($E$9:$E$488)				SQRT($I$2)		
		婚姻最小	婚姻最大	年齢乗算	生涯婚姻率	妊娠最小	妊娠最大	年齢乗算	
		13	60	0.1183	98.00%	14.17	49.08	0.1183	1550.82%
合計/SUM		1.0140635E+02	1.57E+03	98.00%		1.0120423E+02	8.63E+02	1550.82%	798.94%
		EXP(-1*POW(LN(D9-$G$2),2)/(2*$I$2))/(SQRT(2*PI())*$H$2*D9)	IF(OR($B9-C$5<=0,D$5-$B9<=0),1E-100,($B9-C$5)*E$5)			EXP(-1*POW(LN(H9-$G$2),2)/(2*$I$2))/(SQRT(2*PI())*$H$2*H9)	IF(OR($B9-G$5<=0,H$5-$B9<=0),1E-100,($B9-G$5)*I$5)		
番号	月齢	a	x1	初婚率	初婚率合計	b	x2	出産確率	合計特殊出生率
744	62.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
745	62.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
746	62.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
747	62.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
748	62.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
749	62.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
750	62.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
751	62.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
752	62.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
753	62.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
754	62.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
755	62.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
756	63.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
757	63.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
758	63.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
759	63.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
760	63.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
761	63.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
762	63.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
763	63.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
764	63.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
765	63.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
766	63.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
767	63.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
768	64.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
769	64.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
770	64.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
771	64.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
772	64.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
773	64.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
774	64.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
775	64.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
776	64.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
777	64.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
778	64.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
779	64.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
780	65.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
781	65.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
782	65.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
783	65.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
784	65.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
785	65.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
786	65.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
787	65.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
788	65.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
789	65.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
790	65.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
791	65.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
792	66.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
793	66.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
794	66.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
795	66.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
796	66.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
797	66.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
798	66.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
799	66.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
800	66.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
801	66.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
802	66.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
803	66.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
804	67.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
805	67.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
806	67.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
807	67.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
808	67.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
809	67.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
810	67.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
811	67.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
812	67.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
813	67.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
814	67.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
815	67.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
816	68.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
817	68.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
818	68.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
819	68.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
820	68.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
821	68.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
822	68.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
823	68.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
824	68.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
825	68.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
826	68.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
827	68.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
828	69.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
829	69.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
830	69.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
831	69.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
832	69.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
833	69.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
834	69.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
835	69.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
836	69.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
837	69.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
838	69.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
839	69.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
840	70.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
841	70.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
842	70.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
843	70.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
844	70.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
845	70.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
846	70.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
847	70.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
848	70.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
849	70.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
850	70.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
851	70.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
852	71.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
853	71.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
854	71.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
855	71.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
856	71.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
857	71.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
858	71.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
859	71.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
860	71.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
861	71.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
862	71.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
863	71.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
864	72.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
865	72.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
866	72.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
867	72.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
868	72.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
869	72.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
870	72.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
871	72.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
872	72.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
873	72.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
874	72.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
875	72.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
876	73.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
877	73.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
878	73.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
879	73.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
880	73.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
881	73.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
882	73.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
883	73.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
884	73.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
885	73.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
886	73.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
887	73.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
888	74.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
889	74.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
890	74.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
891	74.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
892	74.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
893	74.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
894	74.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
895	74.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
896	74.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
897	74.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
898	74.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
899	74.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
900	75.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
901	75.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
902	75.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
903	75.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
904	75.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
905	75.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
906	75.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
907	75.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
908	75.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
909	75.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
910	75.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
911	75.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
912	76.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
913	76.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
914	76.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
915	76.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
916	76.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
917	76.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
918	76.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
919	76.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
920	76.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
921	76.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
922	76.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
923	76.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
924	77.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
925	77.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
926	77.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
927	77.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
928	77.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
929	77.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
930	77.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
931	77.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
932	77.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
933	77.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
934	77.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
935	77.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
936	78.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
937	78.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
938	78.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
939	78.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
940	78.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
941	78.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
942	78.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
943	78.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
944	78.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
945	78.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
946	78.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
947	78.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
948	79.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
949	79.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
950	79.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
951	79.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
952	79.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
953	79.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
954	79.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
955	79.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
956	79.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
957	79.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
958	79.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
959	79.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
960	80.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
961	80.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
962	80.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
963	80.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
964	80.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
965	80.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
966	80.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
967	80.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
968	80.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
969	80.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
970	80.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
971	80.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
972	81.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
973	81.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
974	81.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
975	81.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
976	81.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
977	81.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
978	81.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
979	81.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
980	81.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
981	81.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
982	81.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
983	81.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
984	82.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
985	82.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
986	82.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
987	82.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
988	82.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
989	82.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
990	82.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
991	82.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
992	82.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
993	82.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
994	82.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
995	82.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
996	83.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
997	83.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
998	83.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
999	83.25	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1000	83.33	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1001	83.42	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1002	83.50	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1003	83.58	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1004	83.67	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1005	83.75	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1006	83.83	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1007	83.92	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1008	84.00	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1009	84.08	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
1010	84.17	0	1.00E-100	0.00%	98.00%	0E+00	1.00E-100	0.00%	0.00%
