ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
祇園西塚古墳	35.15116376	136.2715028	1922309	1940206	Enpun	16
八之塚8号墳	35.1191328	136.2554462	1940571	1958468	Enpun	16
金剛寺野23号墳	35.15671881	136.2756444	1940571	1964312	Enpun	16
和田4号墳	35.00353387	136.0003691	1910986	1921578	Enpun	16
車谷36号墳	34.7877768	135.8223719	1947510	1965407	Enpun	16
畑ノ前3号墳	34.75094552	135.789814	1925596	1936188	Enpun	16
畑ノ前4号墳	34.75094552	135.789814	1936553	1947145	Enpun	16
尼塚5号墳	34.85871132	135.7864119	1940571	1958468	Enpun	16
中臣遺跡70-2次	34.97177228	135.8033782	1933266	1940206	Enpun	16
小山2号墳	35.11034539	135.468048	1910986	1921578	Enpun	16
細谷3号墳	35.32284781	135.239882	1940571	1958468	Enpun	16
鴨野3号墳	35.30652468	135.1341799	1936553	1947145	Enpun	16
向野西14号墳	35.28863154	135.1061107	1914639	1925231	Enpun	16
小森山2号墳	35.51872324	135.092419	1936553	1958102	Enpun	16
高山7号墳	35.70803582	135.0901418	1925596	1936188	Enpun	16
小谷2号墳	34.62758	136.10839	1963946	1969060	Enpun	16
小谷4号墳	34.62758	136.10839	1914639	1925231	Enpun	16
公事出1号墳	34.96503	136.62442	1954815	1965407	Enpun	16
御池13号墳	34.96503	136.62442	1936553	1958102	Enpun	16
谷口古墳	34.96503	136.62442	1936553	1965407	Enpun	16
平田45号墳	34.75956	136.44697	1963946	1969060	Enpun	16
平田61号墳	34.75956	136.44697	1963946	1969060	Enpun	16
薬師谷1号墳	34.65622	136.43478	1925596	1936188	Enpun	16
平林7号墳	34.57794	136.52758	1936553	1947145	Hofun	16
百合山1号墳	34.24527086	135.3705162	1910986	1921578	Enpun	16
具束壺3号墳	34.22739074	135.2875955	1947510	1965407	Enpun	16
寺内28号墳	34.21137642	135.2259651	1947510	1965407	Enpun	16
寺内32号墳	34.21137642	135.2259651	1936553	1947145	Enpun	16
森尾大内谷1号墳	35.5445	134.82019	1936553	1958102	Hofun	14
箕谷4号墳	35.4005016	134.7537481	1936553	1958102	Enpun	14
西脇A-26号墳	34.86538095	134.5964747	1947510	1965407	Enpun	14
西脇A-31号墳	34.86538095	134.5964747	1947510	1965407	Enpun	14
西脇B-52号墳	34.86538095	134.5964747	1947510	1965407	Enpun	14
西脇E-075号墳	34.86538095	134.5964747	1892724	1903316	Enpun	14
状覚山05号墳	34.85239314	134.881432	1963946	1969060	Enpun	14
状覚山07号墳	34.85239314	134.881432	1965772	1976365	Enpun	14
入角076号墳	35.05031	134.92336	1954815	1965407	Enpun	14
入角111号墳	35.05031	134.92336	1954815	1965407	Enpun	14
年ノ神3号墳	34.811	134.9589	1954815	1965407	Hofun	14
応相寺7号墳	35.24875	135.00239	1936553	1958102	Enpun	14
沖ノ島1号墳	34.32503	134.73475	1936553	1947145	Enpun	14
沖ノ島2号墳	34.32503	134.73475	1936553	1947145	Enpun	14
奈カリ与古墳	34.88997	135.22544	1954815	1965407	Enpun	14
八十塚古墳群岩ヶ平支群第19号	34.748918	135.3129574	1936553	1947145	Enpun	14
八十塚古墳群岩ヶ平支群第23号	34.748918	135.3129574	1936553	1947145	Enpun	14
八十塚古墳群岩ヶ平支群第24号	34.748918	135.3129574	1936553	1947145	Hofun	14
八十塚古墳群岩ヶ平支群第52号	34.748918	135.3129574	1954815	1965407	Hofun	14
八十塚古墳群岩ヶ平支群第53号	34.748918	135.3129574	1954815	1965407	Enpun	14
野寄01号墳	34.69017	135.19544	1925596	1936188	Enpun	14
野寄02号墳	34.69017	135.19544	1936553	1947145	Enpun	14
野寄04号墳	34.69017	135.19544	1936553	1958102	Enpun	14
雲雀山東尾根B-23号墳	34.82941377	135.3952086	1963946	1969060	Enpun	14
山本奥C02号墳	34.8327086	135.3758452	1947510	1965407	Enpun	14
平尾山古墳群8-18号墳	34.59209538	135.6389557	1936553	1947145	Enpun	14
三日市古墳群9号墳	34.43157229	135.5759717	1925596	1936188	Enpun	14
栗栖山南5号墳	34.862777	135.548333	1954815	1965407	Hofun	14
和爾小倉谷3号墳	34.62805401	135.8425759	1958833	1976730	Hofun	14
能峠南山4号墳	34.53313459	135.9640438	1936553	1947145	Enpun	14
忍坂1号墳	34.51450639	135.8707586	1922309	1940206	Enpun	14
三ツ塚5号墳	34.50814405	135.6869265	1963946	1969060	Hofun	14
寺口千塚1号墳	34.47595108	135.7022074	1903681	1910621	Enpun	14
寺口千塚3号墳第1石室	34.47595108	135.7022074	1925596	1936188	Enpun	14
寺口千塚12号墳	34.47595108	135.7022074	1936553	1947145	Enpun	14
太鼓塚33号墳	35.04151431	135.85124	1914639	1925231	Enpun	14
穴太野添7号墳	35.07036533	135.8681658	1903681	1921578	Enpun	14
横尾山4号墳	34.95712104	135.9189486	1947510	1956276	Hofun	14
横尾山8号墳	34.95712104	135.9189486	1956641	1965407	Enpun	14
平谷4号墳	34.78069386	135.7855151	1940571	1958468	Enpun	14
宮ノ口4号墳	34.7854537	135.7806247	1940571	1958468	Enpun	14
音戸山西支群1号墳	35.0290528	135.7001112	1940571	1976730	Enpun	14
中西山1号墳	34.97899413	135.5332491	1933266	1940206	Enpun	14
霧ヶ鼻8号墳	35.5472903	135.1560728	1910986	1921578	Enpun	14
奈具岡南5号墳	35.66947477	135.0964347	1936553	1958102	Enpun	14
西野8号墳	34.96503	136.62442	1936553	1947145	Enpun	14
西野22号墳	34.96503	136.62442	1936553	1958102	Hofun	14
平田20号墳	34.75956	136.44697	1963946	1969060	Enpun	14
平田21号墳	34.75956	136.44697	1963946	1969060	Enpun	14
平田48号墳	34.75956	136.44697	1965772	1976365	Enpun	14
天神山5号墳	34.57794	136.52758	1954815	1965407	Enpun	14
箕谷5号墳	35.4005016	134.7537481	1954815	1965407	Enpun	12
西脇A-28号墳	34.86538095	134.5964747	1947510	1965407	Enpun	12
西脇A-34号墳	34.86538095	134.5964747	1947510	1965407	Enpun	12
西脇B-03号墳	34.86538095	134.5964747	1947510	1965407	Enpun	12
西脇B-53号墳	34.86538095	134.5964747	1947510	1965407	Enpun	12
池尻07号墳	34.79927088	134.8419148	1936553	1958102	Enpun	12
中番08号墳	34.85786	134.93981	1936553	1958102	Enpun	12
状覚山13号墳	34.85239314	134.881432	1977095	2013254	Enpun	12
状覚山17号墳	34.85239314	134.881432	1963946	1969060	Enpun	12
入角109号墳	35.05031	134.92336	1963946	1969060	Enpun	12
野坂大谷28号墳	35.087777	135.004166	1954815	1965407	Enpun	12
雲雀丘C南群2号墳	34.82941377	135.3952086	1936553	1947145	Enpun	12
雲雀山東尾根B-10号墳	34.82941377	135.3952086	1954815	1965407	Enpun	12
雲雀山東尾根B-11号墳	34.82941377	135.3952086	1936553	1958102	Enpun	12
山本奥C05号墳	34.8327086	135.3758452	1958833	1976730	Enpun	12
山本奥C06号墳	34.8327086	135.3758452	1947510	1965407	Enpun	12
山本奥C07号墳	34.8327086	135.3758452	1940571	1964312	Enpun	12
山本奥C08号墳	34.8327086	135.3758452	1947510	1965407	Enpun	12
山本奥C09号墳	34.8327086	135.3758452	1940571	1964312	Enpun	12
山本奥C10号墳	34.8327086	135.3758452	1958833	1976730	Enpun	12
雁多尾畑古墳群49-7号墳	34.5957797	135.6495054	1954815	1965407	Hofun	12
田辺古墳群5号墳	34.57928	135.62861	1954815	1965407	Enpun	12
田須谷古墳群2号墳	34.51872	135.64764	1963946	1969060	Hofun	12
一須賀古墳群N10号墳	34.50176472	135.6438379	1936553	1976365	Enpun	12
寛弘寺古墳群33号墳	34.48845094	135.6184264	1963946	1969060	Hofun	12
寛弘寺古墳群41号墳	34.48845094	135.6184264	1963946	1969060	Hofun	12
寛弘寺古墳群44号墳	34.48845094	135.6184264	1936553	1958102	Enpun	12
栗栖山南1号墳	34.862777	135.548333	1954815	1965407	Hofun	12
龍王山A-2号墳	34.55761924	135.8489919	1940571	1976730	Enpun	12
龍王山C-5号墳	34.55103114	135.8487628	1936553	1947145	Enpun	12
鳥羽1号墳	34.53313459	135.9640438	1952624	1964312	Enpun	12
能峠南山9号墳	34.53313459	135.9640438	1954815	1965407	Enpun	12
堂屋敷古墳	34.53313459	135.9640438	1940571	1958468	BrownCircle	12
三ツ塚7号墳	34.50814405	135.6869265	1963946	1969060	Hofun	12
寺口和田5号墳	34.47595108	135.7022074	1885784	1903681	Enpun	12
寺口和田7号墳	34.47595108	135.7022074	1958833	1976730	Hofun	12
火野谷山8号墳	34.47595108	135.7022074	1904046	1921943	Enpun	12
穴太野添1号墳	35.07036533	135.8681658	1947510	1965407	Enpun	12
穴太野添6号墳	35.07036533	135.8681658	1910986	1921578	Enpun	12
横尾山7号墳	34.95712104	135.9189486	1956641	1965407	Enpun	12
小玉岩3号墳	34.80788831	135.824149	1940571	1976730	Hofun	12
旭山D3号墳	34.98666948	135.7909698	1940571	1958468	Hofun	12
小金岐4号墳	35.02948107	135.5568011	1940571	1964312	Enpun	12
西脇A-37号墳	34.86538095	134.5964747	1947510	1965407	Enpun	10
西脇B-51号墳	34.86538095	134.5964747	1947510	1965407	Enpun	10
西脇C-011号墳	34.86538095	134.5964747	1947510	1965407	Enpun	10
西脇C-060号墳	34.86538095	134.5964747	1947510	1965407	Enpun	10
状覚山08号墳	34.85239314	134.881432	1965772	1976365	Enpun	10
火山11号墳	35.16883	135.10119	1947510	1965407	Enpun	10
野坂大谷29号墳	35.087777	135.004166	1954815	1965407	Enpun	10
田辺古墳群9号墳	34.57928	135.62861	1936553	1976365	Hofun	10
一須賀古墳群N8号墳	34.50176472	135.6438379	1936553	1976365	Enpun	10
一須賀古墳群N9号墳	34.50176472	135.6438379	1936553	1976365	Enpun	10
神山丑神古墳群7号墳	34.46456	135.6225	1936553	1947145	Hofun	10
ごんぼう山古墳	34.81436	135.65064	1940571	1958468	Enpun	10
塚脇D-1号墳	34.846	135.61725	1936553	1958102	Hofun	10
塚穴5号墳	34.846	135.61725	1936553	1947145	Hofun	10
奥坂古墳群A5号墳	34.846	135.61725	1963946	1969060	Hofun	10
中野北古墳	34.49964	135.59725	1940571	1976730	Hofun	10
龍王山G-9号墳	34.55761924	135.8489919	1954815	1965407	Hofun	10
寺口忍海H-27号墳	34.47595108	135.7022074	1925596	1936188	Enpun	10
岩才池北古墳	34.59655623	135.7029626	1936553	1947145	Enpun	10
太鼓塚17号墳	35.04151431	135.85124	1940571	1976730	Enpun	10
法華寺1号墳	34.93683662	135.7031007	1940571	1952259	Hofun	10
男山1号墳	34.62758	136.10839	1954815	1965407	Enpun	10
男山4号墳	34.62758	136.10839	1965772	1976365	Enpun	10
公事出2号墳	34.96503	136.62442	1954815	1965407	Enpun	10
八十塚古墳群岩ヶ平支群第55号	34.748918	135.3129574	1954815	1965407	Enpun	8
田辺古墳群6号墳	34.57928	135.62861	1936553	1958102	Enpun	8
田辺古墳群10号墳	34.57928	135.62861	1936553	1976365	Hofun	8
田辺古墳群11号墳	34.57928	135.62861	1936553	1976365	Hofun	8
龍王山E-1号墳	34.55761924	135.8489919	1933266	1940206	Enpun	8
龍王山E-6号墳	34.55761924	135.8489919	1952624	1964312	Hofun	8
楢崎66号墳	35.19469713	136.2914201	1936553	1947145	Enpun	8
横尾山11号墳	34.95712104	135.9189486	1947510	1956276	Enpun	8
状覚山11号墳	34.85239314	134.881432	1965772	1976365	Hofun	6
状覚山12号墳	34.85239314	134.881432	1958833	1984035	Enpun	6
龍王山E-5号墳	34.55761924	135.8489919	1952624	1964312	Hofun	6
西脇C-062号墳	34.86538095	134.5964747	1947510	1965407	Enpun	4
