ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
狐塚1号墳	34.96503	136.62442	1954815	1965407	Enpun	34
正知浦1号墳	34.85569	136.45161	1936553	1958102	Enpun	34
大塚C-1号墳	34.75956	136.44697	1903681	1910621	Enpun	34
小屋城1号墳	34.75956	136.44697	1936553	1947145	Enpun	34
ヒジリ谷26号墳	34.65622	136.43478	1925596	1936188	Enpun	34
垣内田8号墳	34.57794	136.52758	1936553	1947145	Enpun	34
庄古墳	34.57794	136.52758	1936553	1947145	Enpun	34
南山古墳	34.4875	136.70931	1916099	1927787	Enpun	34
船戸山6号墳	34.24912481	135.3120438	1925596	1936188	Enpun	34
前山BＫ-4号 1号石室	34.22570228	135.2279718	1925596	1936188	Enpun	34
森尾大内谷2号墳	35.5445	134.82019	1925596	1936188	Enpun	32
舞子台3号墳	34.69017	135.19544	1925596	1936188	Enpun	32
舞子東市ヶ坂3号墳	34.69017	135.19544	1925596	1936188	Enpun	32
袋尻浅谷3号墳	34.83069	134.52883	1936553	1947145	Enpun	32
勝手野3号墳	34.81372948	134.92711	1936553	1947145	Enpun	32
坂本2号墳	35.006666	134.983055	1925596	1936188	Enpun	32
窟屋1号墳	34.79692	134.99019	1925596	1936188	Enpun	32
西ノ曽2号墳	34.88997	135.22544	1925596	1936188	Enpun	32
八十塚古墳群岩ヶ平支群第08号	34.748918	135.3129574	1925596	1936188	Enpun	32
八十塚古墳群岩ヶ平支群第22号	34.748918	135.3129574	1936553	1947145	Enpun	32
八十塚古墳群岩ヶ平支群第26号	34.748918	135.3129574	1925596	1936188	Enpun	32
八十塚古墳群岩ヶ平支群第28号	34.748918	135.3129574	1936553	1947145	Enpun	32
高安古墳群103号墳	34.62228208	135.6473763	1925596	1947145	Enpun	32
一須賀古墳群Q12号墳	34.50199518	135.6438434	1925596	1936188	Hofun	32
加納古墳群2号墳	34.49167	135.62964	1954815	1965407	Enpun	32
塚穴4B号墳	34.846	135.61725	1910986	1921578	Hofun	32
塚原E1号墳	34.8541687	135.5692665	1925596	1936188	Enpun	32
新屋神社26号墳	34.84704926	135.549015	1936553	1947145	Enpun	32
太古塚古墳群(中井山3号墳)	34.7815	135.46964	1936553	1947145	Enpun	32
寺門1号墳第2主体部	34.48358	135.42358	1914639	1925231	Hofun	32
下代古墳群5号墳	34.48358	135.42358	1925596	1936188	Enpun	32
水木古墳	34.70356876	135.9316682	1925596	1936188	Enpun	32
和爾小倉谷1号墳	34.62805401	135.8425759	1910986	1921578	Enpun	32
大貝ヲマエジリ1号墳	34.53313459	135.9640438	1925596	1936188	Enpun	32
神木坂2号墳	34.53313459	135.9640438	1954815	1965407	Hofun	32
谷脇古墳	34.48143973	135.9327878	1904046	1921943	Enpun	32
竜谷7号墳	34.51621685	135.8760485	1922309	1940206	Enpun	32
ナシタニ4号墳	34.46302831	135.7790352	1933266	1940206	Enpun	32
ナシタニ5号墳	34.46302831	135.7790352	1910986	1921578	Enpun	32
ナシタニ6号墳	34.46302831	135.7790352	1940571	1947510	Enpun	32
島ノ山1号墳	34.47826596	135.7154355	1936553	1947145	Hofun	32
寺口忍海H-29号墳	34.47595108	135.7022074	1936553	1947145	Enpun	32
巨勢山71号墳(ﾀｹﾉｸﾁ4支群16号墳)	34.42584973	135.7270702	1903681	1910621	Enpun	32
越部2号墳	34.39240906	135.8059935	1936553	1947145	Enpun	32
熊ヶ谷2号墳	35.04541689	135.8527227	1916099	1927787	Enpun	32
楢崎1号墳	35.19469713	136.2914201	1910986	1947145	Enpun	32
楢崎63号墳	35.19469713	136.2914201	1947510	1965407	Enpun	32
竜石山2号墳	35.13794832	136.1629223	1925596	1947145	Enpun	32
和田1号墳	35.00353387	136.0003691	1910986	1921578	Enpun	32
竜王山2号墳	35.03477321	136.0674813	1925596	1947145	Enpun	32
平山古墳	34.80949234	135.8081234	1922309	1940206	Enpun	32
茶臼塚古墳	34.82141503	135.8074465	1989148	1976730	Enpun	32
音戸山5号墳	35.0290528	135.7001112	1940571	1949337	Enpun	32
高谷2号墳	35.32774861	135.21639	1936553	1947145	Enpun	32
西谷4号墳	35.31656167	135.1235377	1947510	1965407	Enpun	32
中之段4号墳	35.28863154	135.1061107	1910986	1921578	Enpun	32
倉梯山1号墳	35.5472903	135.1560728	1925596	1936188	Enpun	32
崩谷3号墳	35.57376558	134.9270325	1910986	1921578	Enpun	32
川向1号墳	35.64369083	134.8964532	1925596	1936188	Enpun	32
大成7号墳	35.7443756	135.1096249	1910986	1921578	Enpun	32
尻矢1号墳	34.62758	136.10839	1936553	1947145	Enpun	32
下中島2号墳	34.76394	136.21994	1914639	1925231	Enpun	32
宇賀新田4号墳	35.09456	136.53833	1936553	1958102	Enpun	32
蛸田古墳	34.88197	136.58417	1963946	1969060	Hofun	32
ガガフタ2号墳	34.63944	136.3395	1936553	1947145	Enpun	32
平林22号墳	34.57794	136.52758	1936553	1947145	Enpun	32
山崎山1号墳	34.15888894	135.2151762	1936553	1947145	Enpun	32
箱谷3号墳	33.91710446	135.1762274	1910986	1921578	Enpun	32
岩倉3号墳	35.47028	134.77089	1925596	1936188	Enpun	30
浅間西山2号墳	35.40464	134.76767	1936553	1947145	Enpun	30
高塚山9号墳	34.67593811	135.0630798	1925596	1936188	Enpun	30
塚山第1-1号墳	34.75	134.39	1936553	1958102	Enpun	30
馬立17号墳	34.91858	134.54933	1936553	1947145	Enpun	30
宮内1号墳	34.91858	134.54933	1936553	1947145	Enpun	30
長尾タイ山1号墳	34.857847	134.545397	1910986	1921578	Enpun	30
池尻11号墳	34.79927088	134.8419148	1925596	1936188	Enpun	30
奥新田西古墳	34.75692	134.84128	1925596	1936188	Enpun	30
東山02号墳	35.07544319	134.9170058	1936553	1958102	Enpun	30
東山03号墳	35.07544319	134.9170058	1936553	1958102	Enpun	30
東山13号墳	35.07544319	134.9170058	1954815	1965407	Enpun	30
緑ヶ丘古墳	34.98292	134.97953	1947510	1965407	Enpun	30
年ノ神2号墳	34.811	134.9589	1936553	1958102	Enpun	30
坂3号墳	35.16883	135.10119	1936553	1958102	Enpun	30
火山09号墳	35.16883	135.10119	1947510	1965407	Enpun	30
加茂32号墳	34.88997	135.22544	1925596	1936188	Enpun	30
加茂48号墳	34.88997	135.22544	1910986	1921578	Enpun	30
福島15号墳	34.88997	135.22544	1936553	1958102	Enpun	30
八木ノ谷2号墳(AW-60)	34.88997	135.22544	1936553	1947145	Enpun	30
大戸ノ松3号墳	34.88997	135.22544	1910986	1921578	Enpun	30
辻ノ浦4号墳	34.88997	135.22544	1925596	1936188	Enpun	30
八十塚古墳群岩ヶ平支群第02号	34.748918	135.3129574	1936553	1958102	Enpun	30
八十塚古墳群岩ヶ平支群第29号	34.748918	135.3129574	1936553	1947145	Enpun	30
八十塚古墳群岩ヶ平支群第54号	34.748918	135.3129574	1954815	1965407	Enpun	30
城山17号墳	34.727	135.30411	1936553	1947145	Enpun	30
住吉宮町32次-9号墳	34.69017	135.19544	1910986	1921578	Enpun	30
苦楽園五番町1号墳	34.73764	135.34175	1947510	1965407	Enpun	30
苦楽園五番町5号墳	34.73764	135.34175	1947510	1965407	Enpun	30
五ヶ山第1号墳	34.73764	135.34175	1936553	1947145	Enpun	30
五ヶ山第2号墳	34.73764	135.34175	1936553	1947145	Enpun	30
雲雀丘C群北3号墳	34.82941377	135.3952086	1925596	1936188	Enpun	30
雲雀丘C群北4号墳	34.82941377	135.3952086	1910986	1921578	Enpun	30
平野大県古墳群17-2号墳	34.59258811	135.6389079	1925596	1936188	Enpun	30
平野大県古墳群19-1号墳	34.59258811	135.6389079	1936553	1947145	Enpun	30
雁多尾畑古墳群6-11号墳	34.5957797	135.6495054	1936553	1947145	Enpun	30
垣内3号墳	34.62692	135.60083	1925596	1936188	Enpun	30
法蔵寺境内3号墳	34.62692	135.60083	1936553	1947145	Enpun	30
高安古墳群81号墳	34.62228208	135.6473763	1925596	1947145	Enpun	30
高安古墳群89号墳	34.62228208	135.6473763	1936553	1947145	Enpun	30
六万寺古墳群2号墳(二本松)	34.67936	135.60089	1914639	1925231	Hofun	30
五里山古墳群2号墳	34.67936	135.60089	1936553	1947145	Enpun	30
山畑古墳群12号墳	34.66104752	135.6528958	1925596	1947145	Enpun	30
山畑古墳群14号墳	34.66104752	135.6528958	1925596	1947145	Enpun	30
山畑古墳群21号墳	34.66104752	135.6528958	1936553	1947145	Enpun	30
出雲井古墳群5号墳	34.67936	135.60089	1936553	1947145	Enpun	30
墓尾古墳群3号墳	34.67936	135.60089	1954815	1965407	Hofun	30
大谷古墳群1号墳	34.54610227	135.6321256	1936553	1947145	Enpun	30
一須賀古墳群Ｂ9(15)号墳	34.50176472	135.6438379	1903681	1910621	Enpun	30
一須賀古墳群Ｂ10(16)号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
一須賀古墳群Ｄ10号墳	34.50176472	135.6438379	1914639	1925231	Enpun	30
一須賀古墳群Ｆ3号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
一須賀古墳群Q9号墳	34.50199518	135.6438434	1936553	1947145	Enpun	30
一須賀古墳群Q11号墳	34.50199518	135.6438434	1925596	1947145	Enpun	30
一須賀古墳群WA6号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
一須賀古墳群WA13号墳	34.50176472	135.6438379	1936553	1947145	Enpun	30
寛弘寺古墳群26号墳	34.48845094	135.6184264	1925596	1936188	Hofun	30
寛弘寺古墳群75号墳	34.48845094	135.6184264	1925596	1936188	Enpun	30
寺古墳群12号墳	34.78794	135.67994	1933266	1940206	Enpun	30
城ヶ谷古墳群2号墳第一石室	34.712	135.62342	1925596	1936188	Enpun	30
塚穴4A号墳	34.846	135.61725	1914639	1925231	Enpun	30
塚原E2号墳	34.8541687	135.5692665	1925596	1936188	Enpun	30
塚原P1号墳	34.8541687	135.5692665	1925596	1936188	Enpun	30
木部1号墳	34.82172	135.42853	1954815	1965407	Enpun	30
牛石古墳群14号墳	34.57333	135.483	1954815	1965407	Enpun	30
龍王山C-1号墳	34.55103114	135.8487628	1925596	1936188	Enpun	30
龍王山D-1号墳	34.55761924	135.8489919	1936553	1947145	Enpun	30
龍王山H-1号墳	34.55761924	135.8489919	1922309	1940206	Enpun	30
室の谷1号墳	34.53313459	135.9640438	1925596	1936188	Enpun	30
室の谷3号墳	34.53313459	135.9640438	1910986	1921578	Enpun	30
ワラ田古墳	34.53313459	135.9640438	1925596	1936188	Enpun	30
新沢221号墳	34.48083169	135.7726852	1903681	1910621	Enpun	30
小谷5号墳	34.45582768	135.7864252	1940571	1976730	Enpun	30
畠田古墳	34.57515523	135.6876862	1936553	1947145	Enpun	30
北今市3号墳	34.54915961	135.7005378	1922309	1940206	Enpun	30
平野塚穴山古墳	34.56693743	135.6946787	1958833	1976730	Enpun	30
三ツ塚10号墳	34.50814405	135.6869265	1936553	1958102	Enpun	30
寺口千塚7号墳	34.47595108	135.7022074	1910986	1921578	Enpun	30
寺口千塚15号墳第1石室	34.47595108	135.7022074	1903681	1910621	Enpun	30
寺口忍海E-2号墳	34.47595108	135.7022074	1904046	1921943	Enpun	30
寺口忍海H-6号墳	34.47595108	135.7022074	1925596	1936188	Enpun	30
寺口忍海H-34号墳	34.47595108	135.7022074	1925596	1936188	Enpun	30
吐田平2号墳	34.45047321	135.7095265	1925596	1936188	Enpun	30
巨勢山418号墳	34.43747538	135.7261644	1936553	1947145	Enpun	30
権現堂古墳	34.42422386	135.7552866	1914639	1925231	Enpun	30
水泥南古墳	34.41745862	135.7484937	1922309	1940206	Enpun	30
福王子2号墳	35.03576315	135.8467662	1903681	1910621	Enpun	30
太鼓塚30号墳	35.04151431	135.85124	1914639	1925231	Enpun	30
大通寺G-1号墳	35.04506792	135.8571949	1925596	1936188	Enpun	30
春日山G-5号墳	35.12134169	135.905405	1910986	1925231	Enpun	30
松尾宮山1号墳	35.47544225	136.208151	1947510	1965407	Hofun	30
古保利A3号墳	35.46010741	136.2038702	1925596	1936188	Enpun	30
北落古墳群SX9205	35.20153922	136.2653916	1914639	1936188	Enpun	30
北落古墳群SX9301	35.20153922	136.2653916	1940571	1947510	Enpun	30
楢崎3号墳	35.19469713	136.2914201	1936553	1965407	Enpun	30
楢崎28号墳	35.19469713	136.2914201	1947510	1965407	Enpun	30
三ツ山3号墳	35.07271289	136.090489	1922309	1940206	Enpun	30
天狗前10号墳	35.06749371	136.1553176	1916099	1927787	Enpun	30
田中山3号墳	35.0733828	136.0405994	1925596	1936188	Enpun	30
宮山2号墳	35.07449651	136.0447609	1936553	1947145	Enpun	30
竜王古墳	35.00739343	136.0140331	1947510	1965407	Enpun	30
若松神社境内古墳	34.96587573	135.9345801	1956641	1965407	Enpun	30
狐栗C-1号墳	34.99295049	136.0818932	1925596	1947145	Enpun	30
竜王山1号墳	35.03477321	136.0674813	1925596	1947145	Enpun	30
六反古墳	35.00134401	136.0451887	1925596	1947145	Enpun	30
冑山2号墳	34.83821514	135.7994906	1903681	1910621	Enpun	30
谷下り2号墳	34.89915046	135.8090906	1940571	1947510	Enpun	30
御堂ヶ池11号墳	35.03477151	135.694801	1947510	1965407	Enpun	30
国分古墳群ST80	35.05407794	135.5803162	1964677	1976730		30
小金岐72号墳	35.04109561	135.5438144	1940571	1958468	Enpun	30
新堂池1号墳	35.11034539	135.468048	1910986	1921578	Enpun	30
園部天神山4号墳	35.11034539	135.468048	1925596	1936188	Enpun	30
込山東1号墳	35.32284781	135.239882	1925596	1936188	Enpun	30
キツネ塚古墳	35.32097696	135.2707085	1910986	1921578	Enpun	30
西谷8号墳	35.31656167	135.1235377	1947510	1965407	Enpun	30
洞楽寺古墳	35.25392068	135.1784358	1936553	1947145	Enpun	30
流尾古墳	35.34252328	134.9322131	1916099	1920117	Enpun	30
崩谷4号墳	35.57376558	134.9270325	1936553	1947145	Enpun	30
離山古墳	35.69141241	135.0400496	1910986	1921578	Enpun	30
遠所1号墳	35.67053568	135.0746466	1925596	1936188	Enpun	30
高山3号墳	35.70803582	135.0901418	1936553	1947145	Enpun	30
上山9号墳	34.62758	136.10839	1925596	1936188	Enpun	30
ひなご屋敷3号墳(芝出3号墳)	34.62758	136.10839	1936553	1947145	Enpun	30
鷲ヶ尾2号墳	34.76883	136.12992	1936553	1947145	Enpun	30
久米山37号墳	34.76883	136.12992	1925596	1936188	Enpun	30
奥弁天4号墳	34.8295	136.17567	1925596	1936188	Enpun	30
北野古墳	34.88197	136.58417	1963946	1969060	Hofun	30
上野山10号墳	34.65622	136.43478	1965772	1976365	Hofun	30
上野山12号墳	34.65622	136.43478	1963946	1969060	Hofun	30
宮ノ下1号墳	34.65622	136.43478	1936553	1947145	Enpun	30
天保1号墳	34.62322	136.47997	1910986	1925231	Enpun	30
垣内田13号墳	34.57794	136.52758	1936553	1947145	Enpun	30
平林6号墳	34.57794	136.52758	1936553	1947145	Enpun	30
平林19号墳	34.57794	136.52758	1936553	1947145	Enpun	30
白山3号墳	34.57794	136.52758	1936553	1947145	Enpun	30
五峰山2号墳	34.50619	136.77947	1936553	1947145	Enpun	30
七ツ塚8号墳	34.22459541	135.2867436	1947510	1965407	Enpun	30
大日山43号墳	34.22322533	135.2207435	1910986	1921578	Enpun	30
小野田古墳	34.17161054	135.2537683	1936553	1947145	Enpun	30
城ヤブ1号墳	35.33983	134.85311	1947510	1965407	Enpun	28
箕谷2号墳	35.4005016	134.7537481	1936553	1947145	Enpun	28
小丸第1号墳	34.80358	134.46811	1936553	1947145	Enpun	28
龍子長山2号墳	34.857847	134.545397	1936553	1947145	Enpun	28
太市中02号墳	34.81517	134.68539	1936553	1947145	Enpun	28
大亀谷山古墳	34.75692	134.84128	1954815	1965407	Hofun	28
滑10号墳	34.91736	134.97333	1936553	1947145	Enpun	28
高松26号墳	34.98292	134.97953	1936553	1947145	Enpun	28
実楽古墳	34.8879	135.1242	1936553	1947145	Enpun	28
火山07号墳	35.16883	135.10119	1914639	1925231	Enpun	28
東仲古墳	34.88997	135.22544	1910986	1921578	Enpun	28
福島13号墳	34.88997	135.22544	1936553	1947145	Enpun	28
福島14号墳	34.88997	135.22544	1936553	1947145	Enpun	28
宮脇8号墳	34.88997	135.22544	1925596	1936188	Enpun	28
老松1号墳	34.73764	135.34175	1947510	1965407	Enpun	28
仁川旭ヶ丘2号墳	34.8	135.36031	1936553	1947145	Enpun	28
天満神社古墳	34.8	135.36031	1936553	1947145	Enpun	28
雲雀丘C群北1号墳	34.82941377	135.3952086	1925596	1936188	Enpun	28
垣内1号墳	34.62692	135.60083	1925596	1936188	Enpun	28
法蔵寺境内2号墳	34.62692	135.60083	1936553	1947145	Enpun	28
高安古墳群84号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
高安古墳群83号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
高安古墳群104号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
切戸2号墳	34.55792	135.60631	1925596	1936188	Enpun	28
一須賀古墳群Ｂ3(7)号墳	34.50176472	135.6438379	1910986	1921578	Enpun	28
一須賀古墳群Ｂ7(12)-2号墳	34.50176472	135.6438379	1936553	1947145	Hofun	28
一須賀古墳群Ｂ7(12)-1号墳	34.50176472	135.6438379	1936553	1958102	Hofun	28
一須賀古墳群Ｄ5号墳	34.50176472	135.6438379	1914639	1925231	Enpun	28
一須賀古墳群Ｆ2号墳	34.50176472	135.6438379	1914639	1925231	Hofun	28
一須賀古墳群K10号墳	34.50176472	135.6438379	1925596	1936188	Enpun	28
一須賀古墳群L3号墳	34.50176472	135.6438379	1936553	1947145	Enpun	28
加納古墳群1号墳	34.49167	135.62964	1936553	1958102	Enpun	28
加納古墳群5号墳	34.49167	135.62964	1936553	1958102	Enpun	28
寛弘寺古墳群32号墳	34.48845094	135.6184264	1936553	1976365	Hofun	28
三日市古墳群10号墳	34.43157229	135.5759717	1936553	1947145	Enpun	28
寺古墳群11号墳	34.78794	135.67994	1933266	1940206	Enpun	28
安満山A2号墳	34.86638816	135.6310546	1936553	1947145	Enpun	28
安満山B4号墳	34.86638816	135.6310546	1954815	1965407	Enpun	28
塚脇E-1号墳	34.846	135.61725	1954815	1965407	Enpun	28
塚原A71号墳	34.8541687	135.5692665	1914639	1925231	Enpun	28
檜尾塚原古墳群2号墳	34.57333	135.483	1936553	1958102	Enpun	28
和爾小倉谷2号墳	34.62805401	135.8425759	1947510	1965407	Hofun	28
能峠南山1号墳	34.53313459	135.9640438	1936553	1947145	Enpun	28
キトラ古墳	34.45130577	135.8049827	1977095	2013254	Enpun	28
三ツ塚8号墳	34.50814405	135.6869265	1936553	1947145	Enpun	28
三ツ塚11号墳	34.50814405	135.6869265	1925596	1936188	Enpun	28
夫婦塚古墳西石室	34.50264209	135.6952246	1958833	1976730	Enpun	28
夫婦塚古墳東石室	34.50264209	135.6952246	1958833	1976730	Enpun	28
寺口忍海E-10号墳	34.47595108	135.7022074	1940571	1958468	Enpun	28
寺口忍海H-24号墳	34.47595108	135.7022074	1914639	1925231	Enpun	28
寺口忍海H-35号墳	34.47595108	135.7022074	1904046	1921943	Enpun	28
石光山49号墳	34.47226216	135.7284251	1922309	1940206	Enpun	28
巨勢山323号墳	34.43747538	135.7261644	1954815	1965407	Hofun	28
巨勢山415号墳	34.43747538	135.7261644	1947510	1965407	Enpun	28
巨勢山432号墳(境谷9号墳)	34.43869735	135.7359138	1904046	1910986	Enpun	28
熊ヶ谷10号墳1号石室	35.04541689	135.8527227	1933266	1940206	Enpun	28
熊ヶ谷10号墳2号石室	35.04541689	135.8527227	1933266	1940206	Enpun	28
北牧野2号墳	35.4832558	136.0355217	1925596	1936188	Enpun	28
北牧野3号墳	35.4832558	136.0355217	1925596	1947145	Enpun	28
楢崎26号墳	35.19469713	136.2914201	1936553	1947145	Enpun	28
猪子山23号墳	35.17659396	136.1659987	1936553	1947145	Enpun	28
猪子山30号墳	35.17659396	136.1659987	1947510	1965407	Enpun	28
猪子山52号墳	35.17659396	136.1659987	1925596	1936188	Enpun	28
三ツ山6号墳	35.07271289	136.090489	1922309	1940206	Enpun	28
桜生7号墳	35.0733828	136.0405994	1936553	1947145	Enpun	28
狐栗B-3号墳	34.99295049	136.0818932	1936553	1947145	Enpun	28
草ヶ山1号墳	34.74752195	135.8758389	1904046	1921943	Enpun	28
中臣遺跡第59次	34.97177228	135.8033782	1936553	1947145	Enpun	28
音戸山1号墳	35.02546299	135.6996182	1933266	1940206	Enpun	28
小金岐17号墳	35.02948107	135.5568011	1940571	1958468	Enpun	28
川向北1号墳	35.11034539	135.468048	1936553	1947145	Enpun	28
高谷4号墳	35.32774861	135.21639	1936553	1947145	Enpun	28
柳谷古墳	35.32097696	135.2707085	1925596	1936188	Enpun	28
向野西9号墳	35.28863154	135.1061107	1925596	1936188	Enpun	28
小田古墳	35.56097815	135.2518708	1910986	1921578	Enpun	28
塚ガ谷2号墳	35.59872589	134.957572	1936553	1947145	Enpun	28
スクモ塚28号墳	35.64004415	135.0908825	1936553	1947145	Enpun	28
辻垣内5号墳	34.62758	136.10839	1936553	1947145	Hofun	28
尻矢4号墳	34.62758	136.10839	1936553	1947145	Enpun	28
小谷3号墳	34.62758	136.10839	1925596	1936188	Enpun	28
丸尾山2号墳	34.62758	136.10839	1925596	1947145	Enpun	28
和田ヶ平1号墳	34.96503	136.62442	1936553	1947145	Enpun	28
御池1号墳	34.96503	136.62442	1954815	1965407	Enpun	28
御池2号墳	34.96503	136.62442	1954815	1965407	Enpun	28
御池7号墳	34.96503	136.62442	1936553	1958102	Enpun	28
御池8号墳	34.96503	136.62442	1936553	1958102	Enpun	28
津賀2号墳	34.88197	136.58417	1936553	1947145	Hofun	28
深溝狐塚古墳	34.88197	136.58417	1940571	1976730	Hofun	28
高井古墳	34.71844	136.50578	1925596	1936188	Enpun	28
まんじゅう山1号墳	34.62322	136.47997	1925596	1936188	Enpun	28
まんじゅう山3号墳	34.62322	136.47997	1936553	1947145	Enpun	28
垣内田3号墳	34.57794	136.52758	1936553	1947145	Enpun	28
垣内田4号墳	34.57794	136.52758	1936553	1958102	Enpun	28
蟹穴古墳	34.48133	136.84342	1963946	1969060	Enpun	28
高尾山1号墳	34.19821742	135.3262142	1925596	1936188	Enpun	28
船戸山3号南墳	34.24912481	135.3120438	1925596	1936188	Enpun	28
大日山70号墳	34.22322533	135.2207435	1903681	1910621	Enpun	28
寺内6号墳	34.21137642	135.2259651	1947510	1965407	Enpun	28
崎山14号墳	33.79801724	135.2437577	1936553	1947145	Enpun	28
立脇トウスガ谷2号墳	35.24364	134.79533	1936553	1947145	BrownCircle	26
大師山05号墳	35.5445	134.82019	1903681	1910621	Enpun	26
浅間西山3号墳	35.40464	134.76767	1925596	1936188	Enpun	26
西家の上1号墳	35.40464	134.76767	1947510	1965407	Enpun	26
箕谷1号墳	35.4005016	134.7537481	1936553	1958102	Enpun	26
箕谷3号墳	35.4005016	134.7537481	1936553	1958102	Enpun	26
高塚山4号墳	34.67593811	135.0630798	1936553	1947145	Enpun	26
塚山第1-4号墳	34.75	134.39	1936553	1947145	Enpun	26
馬立19号墳	34.91858	134.54933	1936553	1958102	Enpun	26
龍子向山1号墳	34.857847	134.545397	1925596	1936188	Enpun	26
鳥坂5号墳	34.857847	134.545397	1936553	1947145	Enpun	26
下ノ山1号墳	34.93778	134.94511	1925596	1936188	Enpun	26
四ツ辻5号墳	34.93778	134.94511	1936553	1947145	Enpun	26
山王2号墳	34.98933	134.76328	1936553	1947145	Enpun	26
三津4号墳	35.00425	134.53994	1914639	1925231	Enpun	26
入角015号墳	35.05031	134.92336	1954815	1965407	Enpun	26
入角077号墳	35.05031	134.92336	1936553	1958102	Enpun	26
灰高2号墳	35.06661	135.18497	1910986	1921578	Enpun	26
高坂1号墳	35.21033	135.13528	1925596	1936188	Enpun	26
火山08号墳	35.16883	135.10119	1947510	1965407	Enpun	26
火山10号墳	35.16883	135.10119	1925596	1936188	Enpun	26
尼崎学園内4号墳	34.69017	135.19544	1925596	1936188	Enpun	26
八木ノ谷1号墳(AW-59)	34.88997	135.22544	1936553	1947145	Enpun	26
桑原・平野古墳	34.88997	135.22544	1925596	1936188	Enpun	26
八十塚古墳群岩ヶ平支群第10号	34.748918	135.3129574	1936553	1947145	Enpun	26
雲雀山西尾根B群北4号墳	34.82941377	135.3952086	1925596	1936188	Enpun	26
太平寺古墳群4-1号墳(天冠山1号墳)	34.57928	135.62861	1954815	1965407	Enpun	26
平野大県古墳群27-4号墳	34.59258811	135.6389079	1925596	1936188	Enpun	26
一須賀古墳群Ｂ8(14)号墳	34.50176472	135.6438379	1910986	1921578	Enpun	26
一須賀古墳群WA20号墳	34.50176472	135.6438379	1936553	1958102	Enpun	26
寛弘寺古墳群46号墳	34.48845094	135.6184264	1936553	1958102	Hofun	26
寺古墳群1号墳	34.78794	135.67994	1922309	1940206	Enpun	26
寺古墳群2号墳	34.78794	135.67994	1922309	1940206	Enpun	26
石原1号墳	34.97244	135.41422	1936553	1947145	Hofun	26
円山1号墳	34.97244	135.41422	1954815	1965407	Enpun	26
檜尾塚原古墳群3号墳	34.57333	135.483	1936553	1947145	Enpun	26
檜尾塚原古墳群8号墳	34.57333	135.483	1925596	1936188	Enpun	26
初田古墳群2号墳	34.81636	135.56858	1954815	1965407	Hofun	26
駕田古墳東石室	34.49167	135.62964	1952624	1964312	Hofun	26
龍王山B-1号墳	34.55761924	135.8489919	1925596	1936188	Enpun	26
風呂の谷1号墳	34.53313459	135.9640438	1936553	1947145	Enpun	26
大貝ヲマエジリ2号墳	34.53313459	135.9640438	1936553	1958102	Enpun	26
寺口忍海H-5号墳	34.47595108	135.7022074	1910986	1921578	Enpun	26
寺口忍海H-19号墳	34.47595108	135.7022074	1910986	1921578	Enpun	26
石光山13号墳埋葬施設1	34.47226216	135.7284251	1922309	1940206	Enpun	26
石光山19号墳	34.47226216	135.7284251	1933266	1940206	Enpun	26
巨勢山407号墳	34.43747538	135.7261644	1903681	1910621	Enpun	26
太鼓塚10号墳	35.04151431	135.85124	1936553	1947145	Enpun	26
太鼓塚11号墳	35.04151431	135.85124	1947510	1965407	Enpun	26
太鼓塚12号墳	35.04151431	135.85124	1936553	1965407	Enpun	26
太鼓塚24号墳	35.04151431	135.85124	1925596	1947145	Enpun	26
北落古墳群X2	35.20153922	136.2653916	1910986	1936188	Enpun	26
楢崎29号墳	35.19469713	136.2914201	1936553	1965407	Enpun	26
楢崎56号墳	35.19469713	136.2914201	1936553	1947145	Enpun	26
金剛寺野25号墳	35.15671881	136.2756444	1922309	1940206	Enpun	26
常楽寺山3号墳	35.13044072	136.1359788	1922309	1940206	Enpun	26
田中山15号墳1号石室	35.0733828	136.0405994	1936553	1947145	Enpun	26
和田10号墳	35.00353387	136.0003691	1910986	1921578	Enpun	26
坂尻1号墳	34.78856792	135.8932752	1916099	1927787	Enpun	26
畑ノ前7号墳	34.75094552	135.789814	1936553	1947145	Enpun	26
上大谷17号墳	34.86548561	135.7928393	1922309	1940206	Enpun	26
谷下り1号墳	34.89915046	135.8090906	1940571	1947510	Enpun	26
音戸山3号墳	35.0290528	135.7001112	1940571	1949337	Hofun	26
御堂ヶ池13号墳	35.03477151	135.694801	1940571	1958468	Enpun	26
八幡1号墳	35.06972963	135.7709591	1922309	1940206	Enpun	26
鳥谷4号墳	35.19589193	135.6383154	1954815	1965407	Enpun	26
のぼりお古墳	35.17398634	135.6513278	1933266	1947510	Enpun	26
医王谷4号墳	35.00311141	135.5691096	1933266	1940206	Enpun	26
神宮谷3号墳	35.3752704	135.2658316	1922309	1940206	Enpun	26
小屋ヶ谷古墳	35.25392068	135.1784358	1925596	1936188	Enpun	26
下山40号墳	35.30875235	135.0877735	1936553	1947145	Enpun	26
倉谷丸山2号墳	35.44505482	135.3388169	1925596	1936188	Enpun	26
