key	longitude	latitude
Wamyo490	136.8713889	36.55611111
Wamyo491	136.9427778	36.64583333
Wamyo492	136.9038889	36.69305556
Wamyo493	136.9263889	36.54194444
Wamyo494	136.9252778	36.60916667
Wamyo495	137.0455556	36.7275
Wamyo496	137.0044444	36.81916667
Wamyo497	137.0377778	36.69583333
Wamyo498	136.9605556	36.82111111
Wamyo499	137.0572222	36.76055556
Wamyo500	136.9633333	37.04361111
Wamyo501	136.9041667	37.00722222
Wamyo502	136.9572222	37.00666667
Wamyo503	136.8691667	36.94388889
Wamyo504	136.8858333	36.97888889
Wamyo505	137.2633333	37.43638889
Wamyo506	137.2402778	37.40222222
Wamyo507	137.1733333	37.49861111
Wamyo508	136.6269444	36.4475
Wamyo509	136.6333333	36.525
Wamyo510	136.6055556	36.50472222
Wamyo511	136.5266667	36.50444444
Wamyo512	136.5572222	36.55777778
Wamyo513	136.7708333	36.90361111
Wamyo514	136.6472222	36.55583333
Wamyo515	136.4047222	36.34416667
Wamyo516	136.3375	36.31916667
Wamyo517	136.2680556	36.28916667
Wamyo518	136.3619444	36.325
Wamyo519	136.6869444	36.52666667
Wamyo520	136.6616667	36.60972222
Wamyo521	136.6291667	36.56861111
Wamyo522	136.4936111	36.4375
Wamyo523	136.5116667	36.39944444
Wamyo524	136.7272222	36.69333333
Wamyo525	136.1988889	36.11361111
Wamyo526	136.2927778	36.09055556
Wamyo527	136.1886111	36.08833333
Wamyo528	136.1827778	36.05916667
Wamyo529	136.2091667	36.05833333
Wamyo530	135.7788889	35.47027778
Wamyo531	135.7986111	35.49472222
Wamyo532	135.8713889	35.46972222
Wamyo533	135.8216667	35.4775
Wamyo534	135.7741667	35.48583333
Wamyo535	135.9055556	35.515
Wamyo536	135.9377778	35.60416667
Wamyo537	136.14	35.90888889
Wamyo538	136.1827778	35.93861111
Wamyo539	136.1180556	36.02138889
Wamyo540	136.1522222	35.9425
Wamyo541	136.115	36.16166667
Wamyo542	136.3016667	36.11055556
Wamyo543	136.2544444	36.13
Wamyo544	136.2666667	36.18361111
Wamyo545	136.1911111	36.22222222
Wamyo546	136.2658333	36.115
Wamyo547	136.1894444	35.89805556
Wamyo548	136.1830556	35.93861111
Wamyo549	136.2025	35.90527778
Wamyo550	136.2269444	35.88777778
Wamyo551	135.6222222	35.48
Wamyo552	135.5	35.48277778
Wamyo553	136.5083333	36.04555556
Wamyo554	136.07	35.98361111
Wamyo555	136.0694444	35.63694444
Wamyo556	136.0872222	35.65166667
Wamyo557	138.5775	35.65305556
Wamyo558	138.7130556	35.66638889
Wamyo559	138.6369444	35.60944444
Wamyo560	138.6305556	35.62166667
Wamyo561	138.6194444	35.6025
