Z	X	Y	String
5	12	24	683923.597945 -450000.000000 683923.597945 -334500.000000
5	12	25	722344.540544 -450000.000000 722344.540544 -334500.000000
5	12	26	752949.766348 -450000.000000 752949.766348 -334500.000000
5	12	27	780343.161072 -450000.000000 780343.161072 -334500.000000
5	12	28	801043.368586 -450000.000000 801043.368586 -334500.000000
5	12	29	815523.470774 -450000.000000 815523.470774 -334500.000000
5	12	30	832134.240789 -450000.000000 832134.240789 -334500.000000
5	12	31	843228.899863 -450000.000000 843228.899863 -334500.000000
5	13	0	-843228.899863 -334500.000000 -843228.899863 -223000.000000
5	13	1	-832134.240789 -334500.000000 -832134.240789 -223000.000000
5	13	2	-815523.470774 -334500.000000 -815523.470774 -223000.000000
5	13	3	-801043.368586 -334500.000000 -801043.368586 -223000.000000
5	13	4	-780343.161072 -334500.000000 -780343.161072 -223000.000000
5	13	5	-752949.766348 -334500.000000 -752949.766348 -223000.000000
5	13	6	-722344.540544 -334500.000000 -722344.540544 -223000.000000
5	13	7	-683923.597945 -334500.000000 -683923.597945 -223000.000000
5	13	8	-641005.184833 -334500.000000 -641005.184833 -223000.000000
5	13	9	-584849.470177 -334500.000000 -584849.470177 -223000.000000
5	13	10	-522858.008799 -334500.000000 -522858.008799 -223000.000000
5	13	11	-450520.528033 -334500.000000 -450520.528033 -223000.000000
5	13	12	-363552.400879 -334500.000000 -363552.400879 -223000.000000
5	13	13	-270332.852824 -334500.000000 -270332.852824 -223000.000000
5	13	14	-163810.290762 -334500.000000 -163810.290762 -223000.000000
5	13	15	-53657.548949 -334500.000000 -53657.548949 -223000.000000
5	13	16	53657.548949 -334500.000000 53657.548949 -223000.000000
5	13	17	163810.290762 -334500.000000 163810.290762 -223000.000000
5	13	18	270332.852824 -334500.000000 270332.852824 -223000.000000
5	13	19	363552.400879 -334500.000000 363552.400879 -223000.000000
5	13	20	450520.528033 -334500.000000 450520.528033 -223000.000000
5	13	21	522858.008799 -334500.000000 522858.008799 -223000.000000
5	13	22	584849.470177 -334500.000000 584849.470177 -223000.000000
5	13	23	641005.184833 -334500.000000 641005.184833 -223000.000000
5	13	24	683923.597945 -334500.000000 683923.597945 -223000.000000
5	13	25	722344.540544 -334500.000000 722344.540544 -223000.000000
5	13	26	752949.766348 -334500.000000 752949.766348 -223000.000000
5	13	27	780343.161072 -334500.000000 780343.161072 -223000.000000
5	13	28	801043.368586 -334500.000000 801043.368586 -223000.000000
5	13	29	815523.470774 -334500.000000 815523.470774 -223000.000000
5	13	30	832134.240789 -334500.000000 832134.240789 -223000.000000
5	13	31	843228.899863 -334500.000000 843228.899863 -223000.000000
5	14	0	-843228.899863 -223000.000000 -843228.899863 -111500.000000
5	14	1	-832134.240789 -223000.000000 -832134.240789 -111500.000000
5	14	2	-815523.470774 -223000.000000 -815523.470774 -111500.000000
5	14	3	-801043.368586 -223000.000000 -801043.368586 -111500.000000
5	14	4	-780343.161072 -223000.000000 -780343.161072 -111500.000000
5	14	5	-752949.766348 -223000.000000 -752949.766348 -111500.000000
5	14	6	-722344.540544 -223000.000000 -722344.540544 -111500.000000
5	14	7	-683923.597945 -223000.000000 -683923.597945 -111500.000000
5	14	8	-641005.184833 -223000.000000 -641005.184833 -111500.000000
5	14	9	-584849.470177 -223000.000000 -584849.470177 -111500.000000
5	14	10	-522858.008799 -223000.000000 -522858.008799 -111500.000000
5	14	11	-450520.528033 -223000.000000 -450520.528033 -111500.000000
5	14	12	-363552.400879 -223000.000000 -363552.400879 -111500.000000
5	14	13	-270332.852824 -223000.000000 -270332.852824 -111500.000000
5	14	14	-163810.290762 -223000.000000 -163810.290762 -111500.000000
5	14	15	-53657.548949 -223000.000000 -53657.548949 -111500.000000
5	14	16	53657.548949 -223000.000000 53657.548949 -111500.000000
5	14	17	163810.290762 -223000.000000 163810.290762 -111500.000000
5	14	18	270332.852824 -223000.000000 270332.852824 -111500.000000
5	14	19	363552.400879 -223000.000000 363552.400879 -111500.000000
5	14	20	450520.528033 -223000.000000 450520.528033 -111500.000000
5	14	21	522858.008799 -223000.000000 522858.008799 -111500.000000
5	14	22	584849.470177 -223000.000000 584849.470177 -111500.000000
5	14	23	641005.184833 -223000.000000 641005.184833 -111500.000000
5	14	24	683923.597945 -223000.000000 683923.597945 -111500.000000
5	14	25	722344.540544 -223000.000000 722344.540544 -111500.000000
5	14	26	752949.766348 -223000.000000 752949.766348 -111500.000000
5	14	27	780343.161072 -223000.000000 780343.161072 -111500.000000
5	14	28	801043.368586 -223000.000000 801043.368586 -111500.000000
5	14	29	815523.470774 -223000.000000 815523.470774 -111500.000000
5	14	30	832134.240789 -223000.000000 832134.240789 -111500.000000
5	14	31	843228.899863 -223000.000000 843228.899863 -111500.000000
5	15	0	-843228.899863 -111500.000000 -843228.899863 00000.000000
5	15	1	-832134.240789 -111500.000000 -832134.240789 00000.000000
5	15	2	-815523.470774 -111500.000000 -815523.470774 00000.000000
5	15	3	-801043.368586 -111500.000000 -801043.368586 00000.000000
5	15	4	-780343.161072 -111500.000000 -780343.161072 00000.000000
5	15	5	-752949.766348 -111500.000000 -752949.766348 00000.000000
5	15	6	-722344.540544 -111500.000000 -722344.540544 00000.000000
5	15	7	-683923.597945 -111500.000000 -683923.597945 00000.000000
5	15	8	-641005.184833 -111500.000000 -641005.184833 00000.000000
5	15	9	-584849.470177 -111500.000000 -584849.470177 00000.000000
5	15	10	-522858.008799 -111500.000000 -522858.008799 00000.000000
5	15	11	-450520.528033 -111500.000000 -450520.528033 00000.000000
5	15	12	-363552.400879 -111500.000000 -363552.400879 00000.000000
5	15	13	-270332.852824 -111500.000000 -270332.852824 00000.000000
5	15	14	-163810.290762 -111500.000000 -163810.290762 00000.000000
5	15	15	-53657.548949 -111500.000000 -53657.548949 00000.000000
5	15	16	53657.548949 -111500.000000 53657.548949 00000.000000
5	15	17	163810.290762 -111500.000000 163810.290762 00000.000000
5	15	18	270332.852824 -111500.000000 270332.852824 00000.000000
5	15	19	363552.400879 -111500.000000 363552.400879 00000.000000
5	15	20	450520.528033 -111500.000000 450520.528033 00000.000000
5	15	21	522858.008799 -111500.000000 522858.008799 00000.000000
5	15	22	584849.470177 -111500.000000 584849.470177 00000.000000
5	15	23	641005.184833 -111500.000000 641005.184833 00000.000000
5	15	24	683923.597945 -111500.000000 683923.597945 00000.000000
5	15	25	722344.540544 -111500.000000 722344.540544 00000.000000
5	15	26	752949.766348 -111500.000000 752949.766348 00000.000000
5	15	27	780343.161072 -111500.000000 780343.161072 00000.000000
5	15	28	801043.368586 -111500.000000 801043.368586 00000.000000
5	15	29	815523.470774 -111500.000000 815523.470774 00000.000000
5	15	30	832134.240789 -111500.000000 832134.240789 00000.000000
5	15	31	843228.899863 -111500.000000 843228.899863 00000.000000
5	16	0	-843228.899863 00000.000000 -843228.899863 111500.000000
5	16	1	-832134.240789 00000.000000 -832134.240789 111500.000000
5	16	2	-815523.470774 00000.000000 -815523.470774 111500.000000
5	16	3	-801043.368586 00000.000000 -801043.368586 111500.000000
5	16	4	-780343.161072 00000.000000 -780343.161072 111500.000000
5	16	5	-752949.766348 00000.000000 -752949.766348 111500.000000
5	16	6	-722344.540544 00000.000000 -722344.540544 111500.000000
5	16	7	-683923.597945 00000.000000 -683923.597945 111500.000000
5	16	8	-641005.184833 00000.000000 -641005.184833 111500.000000
5	16	9	-584849.470177 00000.000000 -584849.470177 111500.000000
5	16	10	-522858.008799 00000.000000 -522858.008799 111500.000000
5	16	11	-450520.528033 00000.000000 -450520.528033 111500.000000
5	16	12	-363552.400879 00000.000000 -363552.400879 111500.000000
5	16	13	-270332.852824 00000.000000 -270332.852824 111500.000000
5	16	14	-163810.290762 00000.000000 -163810.290762 111500.000000
5	16	15	-53657.548949 00000.000000 -53657.548949 111500.000000
5	16	16	53657.548949 00000.000000 53657.548949 111500.000000
5	16	17	163810.290762 00000.000000 163810.290762 111500.000000
5	16	18	270332.852824 00000.000000 270332.852824 111500.000000
5	16	19	363552.400879 00000.000000 363552.400879 111500.000000
5	16	20	450520.528033 00000.000000 450520.528033 111500.000000
5	16	21	522858.008799 00000.000000 522858.008799 111500.000000
5	16	22	584849.470177 00000.000000 584849.470177 111500.000000
5	16	23	641005.184833 00000.000000 641005.184833 111500.000000
5	16	24	683923.597945 00000.000000 683923.597945 111500.000000
5	16	25	722344.540544 00000.000000 722344.540544 111500.000000
5	16	26	752949.766348 00000.000000 752949.766348 111500.000000
5	16	27	780343.161072 00000.000000 780343.161072 111500.000000
5	16	28	801043.368586 00000.000000 801043.368586 111500.000000
5	16	29	815523.470774 00000.000000 815523.470774 111500.000000
5	16	30	832134.240789 00000.000000 832134.240789 111500.000000
5	16	31	843228.899863 00000.000000 843228.899863 111500.000000
5	17	0	-843228.899863 111500.000000 -843228.899863 223000.000000
5	17	1	-832134.240789 111500.000000 -832134.240789 223000.000000
5	17	2	-815523.470774 111500.000000 -815523.470774 223000.000000
5	17	3	-801043.368586 111500.000000 -801043.368586 223000.000000
5	17	4	-780343.161072 111500.000000 -780343.161072 223000.000000
5	17	5	-752949.766348 111500.000000 -752949.766348 223000.000000
5	17	6	-722344.540544 111500.000000 -722344.540544 223000.000000
5	17	7	-683923.597945 111500.000000 -683923.597945 223000.000000
5	17	8	-641005.184833 111500.000000 -641005.184833 223000.000000
5	17	9	-584849.470177 111500.000000 -584849.470177 223000.000000
5	17	10	-522858.008799 111500.000000 -522858.008799 223000.000000
5	17	11	-450520.528033 111500.000000 -450520.528033 223000.000000
5	17	12	-363552.400879 111500.000000 -363552.400879 223000.000000
5	17	13	-270332.852824 111500.000000 -270332.852824 223000.000000
5	17	14	-163810.290762 111500.000000 -163810.290762 223000.000000
5	17	15	-53657.548949 111500.000000 -53657.548949 223000.000000
5	17	16	53657.548949 111500.000000 53657.548949 223000.000000
5	17	17	163810.290762 111500.000000 163810.290762 223000.000000
5	17	18	270332.852824 111500.000000 270332.852824 223000.000000
5	17	19	363552.400879 111500.000000 363552.400879 223000.000000
5	17	20	450520.528033 111500.000000 450520.528033 223000.000000
5	17	21	522858.008799 111500.000000 522858.008799 223000.000000
5	17	22	584849.470177 111500.000000 584849.470177 223000.000000
5	17	23	641005.184833 111500.000000 641005.184833 223000.000000
5	17	24	683923.597945 111500.000000 683923.597945 223000.000000
5	17	25	722344.540544 111500.000000 722344.540544 223000.000000
5	17	26	752949.766348 111500.000000 752949.766348 223000.000000
5	17	27	780343.161072 111500.000000 780343.161072 223000.000000
5	17	28	801043.368586 111500.000000 801043.368586 223000.000000
5	17	29	815523.470774 111500.000000 815523.470774 223000.000000
5	17	30	832134.240789 111500.000000 832134.240789 223000.000000
5	17	31	843228.899863 111500.000000 843228.899863 223000.000000
5	18	0	-843228.899863 223000.000000 -843228.899863 334500.000000
5	18	1	-832134.240789 223000.000000 -832134.240789 334500.000000
5	18	2	-815523.470774 223000.000000 -815523.470774 334500.000000
5	18	3	-801043.368586 223000.000000 -801043.368586 334500.000000
5	18	4	-780343.161072 223000.000000 -780343.161072 334500.000000
5	18	5	-752949.766348 223000.000000 -752949.766348 334500.000000
5	18	6	-722344.540544 223000.000000 -722344.540544 334500.000000
5	18	7	-683923.597945 223000.000000 -683923.597945 334500.000000
5	18	8	-641005.184833 223000.000000 -641005.184833 334500.000000
5	18	9	-584849.470177 223000.000000 -584849.470177 334500.000000
5	18	10	-522858.008799 223000.000000 -522858.008799 334500.000000
5	18	11	-450520.528033 223000.000000 -450520.528033 334500.000000
5	18	12	-363552.400879 223000.000000 -363552.400879 334500.000000
5	18	13	-270332.852824 223000.000000 -270332.852824 334500.000000
5	18	14	-163810.290762 223000.000000 -163810.290762 334500.000000
5	18	15	-53657.548949 223000.000000 -53657.548949 334500.000000
5	18	16	53657.548949 223000.000000 53657.548949 334500.000000
5	18	17	163810.290762 223000.000000 163810.290762 334500.000000
5	18	18	270332.852824 223000.000000 270332.852824 334500.000000
5	18	19	363552.400879 223000.000000 363552.400879 334500.000000
5	18	20	450520.528033 223000.000000 450520.528033 334500.000000
5	18	21	522858.008799 223000.000000 522858.008799 334500.000000
5	18	22	584849.470177 223000.000000 584849.470177 334500.000000
5	18	23	641005.184833 223000.000000 641005.184833 334500.000000
5	18	24	683923.597945 223000.000000 683923.597945 334500.000000
5	18	25	722344.540544 223000.000000 722344.540544 334500.000000
5	18	26	752949.766348 223000.000000 752949.766348 334500.000000
5	18	27	780343.161072 223000.000000 780343.161072 334500.000000
5	18	28	801043.368586 223000.000000 801043.368586 334500.000000
5	18	29	815523.470774 223000.000000 815523.470774 334500.000000
5	18	30	832134.240789 223000.000000 832134.240789 334500.000000
5	18	31	843228.899863 223000.000000 843228.899863 334500.000000
5	19	0	-843228.899863 334500.000000 -843228.899863 450000.000000
5	19	1	-832134.240789 334500.000000 -832134.240789 450000.000000
5	19	2	-815523.470774 334500.000000 -815523.470774 450000.000000
5	19	3	-801043.368586 334500.000000 -801043.368586 450000.000000
5	19	4	-780343.161072 334500.000000 -780343.161072 450000.000000
5	19	5	-752949.766348 334500.000000 -752949.766348 450000.000000
5	19	6	-722344.540544 334500.000000 -722344.540544 450000.000000
5	19	7	-683923.597945 334500.000000 -683923.597945 450000.000000
5	19	8	-641005.184833 334500.000000 -641005.184833 450000.000000
5	19	9	-584849.470177 334500.000000 -584849.470177 450000.000000
5	19	10	-522858.008799 334500.000000 -522858.008799 450000.000000
5	19	11	-450520.528033 334500.000000 -450520.528033 450000.000000
5	19	12	-363552.400879 334500.000000 -363552.400879 450000.000000
5	19	13	-270332.852824 334500.000000 -270332.852824 450000.000000
5	19	14	-163810.290762 334500.000000 -163810.290762 450000.000000
5	19	15	-53657.548949 334500.000000 -53657.548949 450000.000000
5	19	16	53657.548949 334500.000000 53657.548949 450000.000000
5	19	17	163810.290762 334500.000000 163810.290762 450000.000000
5	19	18	270332.852824 334500.000000 270332.852824 450000.000000
5	19	19	363552.400879 334500.000000 363552.400879 450000.000000
5	19	20	450520.528033 334500.000000 450520.528033 450000.000000
5	19	21	522858.008799 334500.000000 522858.008799 450000.000000
5	19	22	584849.470177 334500.000000 584849.470177 450000.000000
5	19	23	641005.184833 334500.000000 641005.184833 450000.000000
5	19	24	683923.597945 334500.000000 683923.597945 450000.000000
5	19	25	722344.540544 334500.000000 722344.540544 450000.000000
5	19	26	752949.766348 334500.000000 752949.766348 450000.000000
5	19	27	780343.161072 334500.000000 780343.161072 450000.000000
5	19	28	801043.368586 334500.000000 801043.368586 450000.000000
5	19	29	815523.470774 334500.000000 815523.470774 450000.000000
5	19	30	832134.240789 334500.000000 832134.240789 450000.000000
5	19	31	843228.899863 334500.000000 843228.899863 450000.000000
5	20	0	-843228.899863 450000.000000 -843228.899863 561500.000000
5	20	1	-832134.240789 450000.000000 -832134.240789 561500.000000
5	20	2	-815523.470774 450000.000000 -815523.470774 561500.000000
5	20	3	-801043.368586 450000.000000 -801043.368586 561500.000000
5	20	4	-780343.161072 450000.000000 -780343.161072 561500.000000
5	20	5	-752949.766348 450000.000000 -752949.766348 561500.000000
5	20	6	-722344.540544 450000.000000 -722344.540544 561500.000000
5	20	7	-683923.597945 450000.000000 -683923.597945 561500.000000
5	20	8	-641005.184833 450000.000000 -641005.184833 561500.000000
5	20	9	-584849.470177 450000.000000 -584849.470177 561500.000000
5	20	10	-522858.008799 450000.000000 -522858.008799 561500.000000
5	20	11	-450520.528033 450000.000000 -450520.528033 561500.000000
5	20	12	-363552.400879 450000.000000 -363552.400879 561500.000000
5	20	13	-270332.852824 450000.000000 -270332.852824 561500.000000
5	20	14	-163810.290762 450000.000000 -163810.290762 561500.000000
5	20	15	-53657.548949 450000.000000 -53657.548949 561500.000000
5	20	16	53657.548949 450000.000000 53657.548949 561500.000000
5	20	17	163810.290762 450000.000000 163810.290762 561500.000000
5	20	18	270332.852824 450000.000000 270332.852824 561500.000000
5	20	19	363552.400879 450000.000000 363552.400879 561500.000000
5	20	20	450520.528033 450000.000000 450520.528033 561500.000000
5	20	21	522858.008799 450000.000000 522858.008799 561500.000000
5	20	22	584849.470177 450000.000000 584849.470177 561500.000000
5	20	23	641005.184833 450000.000000 641005.184833 561500.000000
5	20	24	683923.597945 450000.000000 683923.597945 561500.000000
5	20	25	722344.540544 450000.000000 722344.540544 561500.000000
5	20	26	752949.766348 450000.000000 752949.766348 561500.000000
5	20	27	780343.161072 450000.000000 780343.161072 561500.000000
5	20	28	801043.368586 450000.000000 801043.368586 561500.000000
5	20	29	815523.470774 450000.000000 815523.470774 561500.000000
5	20	30	832134.240789 450000.000000 832134.240789 561500.000000
5	20	31	843228.899863 450000.000000 843228.899863 561500.000000
5	21	0	-843228.899863 561500.000000 -843228.899863 673000.000000
5	21	1	-832134.240789 561500.000000 -832134.240789 673000.000000
5	21	2	-815523.470774 561500.000000 -815523.470774 673000.000000
5	21	3	-801043.368586 561500.000000 -801043.368586 673000.000000
5	21	4	-780343.161072 561500.000000 -780343.161072 673000.000000
5	21	5	-752949.766348 561500.000000 -752949.766348 673000.000000
5	21	6	-722344.540544 561500.000000 -722344.540544 673000.000000
5	21	7	-683923.597945 561500.000000 -683923.597945 673000.000000
5	21	8	-641005.184833 561500.000000 -641005.184833 673000.000000
5	21	9	-584849.470177 561500.000000 -584849.470177 673000.000000
5	21	10	-522858.008799 561500.000000 -522858.008799 673000.000000
5	21	11	-450520.528033 561500.000000 -450520.528033 673000.000000
5	21	12	-363552.400879 561500.000000 -363552.400879 673000.000000
5	21	13	-270332.852824 561500.000000 -270332.852824 673000.000000
5	21	14	-163810.290762 561500.000000 -163810.290762 673000.000000
5	21	15	-53657.548949 561500.000000 -53657.548949 673000.000000
5	21	16	53657.548949 561500.000000 53657.548949 673000.000000
5	21	17	163810.290762 561500.000000 163810.290762 673000.000000
5	21	18	270332.852824 561500.000000 270332.852824 673000.000000
5	21	19	363552.400879 561500.000000 363552.400879 673000.000000
5	21	20	450520.528033 561500.000000 450520.528033 673000.000000
5	21	21	522858.008799 561500.000000 522858.008799 673000.000000
5	21	22	584849.470177 561500.000000 584849.470177 673000.000000
5	21	23	641005.184833 561500.000000 641005.184833 673000.000000
5	21	24	683923.597945 561500.000000 683923.597945 673000.000000
5	21	25	722344.540544 561500.000000 722344.540544 673000.000000
5	21	26	752949.766348 561500.000000 752949.766348 673000.000000
5	21	27	780343.161072 561500.000000 780343.161072 673000.000000
5	21	28	801043.368586 561500.000000 801043.368586 673000.000000
5	21	29	815523.470774 561500.000000 815523.470774 673000.000000
5	21	30	832134.240789 561500.000000 832134.240789 673000.000000
5	21	31	843228.899863 561500.000000 843228.899863 673000.000000
5	22	0	-843228.899863 673000.000000 -843228.899863 784500.000000
5	22	1	-832134.240789 673000.000000 -832134.240789 784500.000000
5	22	2	-815523.470774 673000.000000 -815523.470774 784500.000000
5	22	3	-801043.368586 673000.000000 -801043.368586 784500.000000
5	22	4	-780343.161072 673000.000000 -780343.161072 784500.000000
5	22	5	-752949.766348 673000.000000 -752949.766348 784500.000000
5	22	6	-722344.540544 673000.000000 -722344.540544 784500.000000
5	22	7	-683923.597945 673000.000000 -683923.597945 784500.000000
5	22	8	-641005.184833 673000.000000 -641005.184833 784500.000000
5	22	9	-584849.470177 673000.000000 -584849.470177 784500.000000
5	22	10	-522858.008799 673000.000000 -522858.008799 784500.000000
5	22	11	-450520.528033 673000.000000 -450520.528033 784500.000000
5	22	12	-363552.400879 673000.000000 -363552.400879 784500.000000
5	22	13	-270332.852824 673000.000000 -270332.852824 784500.000000
5	22	14	-163810.290762 673000.000000 -163810.290762 784500.000000
5	22	15	-53657.548949 673000.000000 -53657.548949 784500.000000
5	22	16	53657.548949 673000.000000 53657.548949 784500.000000
5	22	17	163810.290762 673000.000000 163810.290762 784500.000000
5	22	18	270332.852824 673000.000000 270332.852824 784500.000000
5	22	19	363552.400879 673000.000000 363552.400879 784500.000000
5	22	20	450520.528033 673000.000000 450520.528033 784500.000000
5	22	21	522858.008799 673000.000000 522858.008799 784500.000000
5	22	22	584849.470177 673000.000000 584849.470177 784500.000000
5	22	23	641005.184833 673000.000000 641005.184833 784500.000000
5	22	24	683923.597945 673000.000000 683923.597945 784500.000000
5	22	25	722344.540544 673000.000000 722344.540544 784500.000000
5	22	26	752949.766348 673000.000000 752949.766348 784500.000000
5	22	27	780343.161072 673000.000000 780343.161072 784500.000000
5	22	28	801043.368586 673000.000000 801043.368586 784500.000000
5	22	29	815523.470774 673000.000000 815523.470774 784500.000000
5	22	30	832134.240789 673000.000000 832134.240789 784500.000000
5	22	31	843228.899863 673000.000000 843228.899863 784500.000000
5	23	0	-843228.899863 784500.000000 -843228.899863 900000.000000
5	23	1	-832134.240789 784500.000000 -832134.240789 900000.000000
5	23	2	-815523.470774 784500.000000 -815523.470774 900000.000000
5	23	3	-801043.368586 784500.000000 -801043.368586 900000.000000
5	23	4	-780343.161072 784500.000000 -780343.161072 900000.000000
5	23	5	-752949.766348 784500.000000 -752949.766348 900000.000000
5	23	6	-722344.540544 784500.000000 -722344.540544 900000.000000
5	23	7	-683923.597945 784500.000000 -683923.597945 900000.000000
5	23	8	-641005.184833 784500.000000 -641005.184833 900000.000000
5	23	9	-584849.470177 784500.000000 -584849.470177 900000.000000
5	23	10	-522858.008799 784500.000000 -522858.008799 900000.000000
5	23	11	-450520.528033 784500.000000 -450520.528033 900000.000000
5	23	12	-363552.400879 784500.000000 -363552.400879 900000.000000
5	23	13	-270332.852824 784500.000000 -270332.852824 900000.000000
5	23	14	-163810.290762 784500.000000 -163810.290762 900000.000000
5	23	15	-53657.548949 784500.000000 -53657.548949 900000.000000
5	23	16	53657.548949 784500.000000 53657.548949 900000.000000
5	23	17	163810.290762 784500.000000 163810.290762 900000.000000
5	23	18	270332.852824 784500.000000 270332.852824 900000.000000
5	23	19	363552.400879 784500.000000 363552.400879 900000.000000
5	23	20	450520.528033 784500.000000 450520.528033 900000.000000
5	23	21	522858.008799 784500.000000 522858.008799 900000.000000
5	23	22	584849.470177 784500.000000 584849.470177 900000.000000
5	23	23	641005.184833 784500.000000 641005.184833 900000.000000
5	23	24	683923.597945 784500.000000 683923.597945 900000.000000
5	23	25	722344.540544 784500.000000 722344.540544 900000.000000
5	23	26	752949.766348 784500.000000 752949.766348 900000.000000
5	23	27	780343.161072 784500.000000 780343.161072 900000.000000
5	23	28	801043.368586 784500.000000 801043.368586 900000.000000
5	23	29	815523.470774 784500.000000 815523.470774 900000.000000
5	23	30	832134.240789 784500.000000 832134.240789 900000.000000
5	23	31	843228.899863 784500.000000 843228.899863 900000.000000
5	24	0	-843228.899863 900000.000000 -843228.899863 1011500.000000
5	24	1	-832134.240789 900000.000000 -832134.240789 1011500.000000
5	24	2	-815523.470774 900000.000000 -815523.470774 1011500.000000
5	24	3	-801043.368586 900000.000000 -801043.368586 1011500.000000
5	24	4	-780343.161072 900000.000000 -780343.161072 1011500.000000
5	24	5	-752949.766348 900000.000000 -752949.766348 1011500.000000
5	24	6	-722344.540544 900000.000000 -722344.540544 1011500.000000
5	24	7	-683923.597945 900000.000000 -683923.597945 1011500.000000
5	24	8	-641005.184833 900000.000000 -641005.184833 1011500.000000
5	24	9	-584849.470177 900000.000000 -584849.470177 1011500.000000
5	24	10	-522858.008799 900000.000000 -522858.008799 1011500.000000
5	24	11	-450520.528033 900000.000000 -450520.528033 1011500.000000
5	24	12	-363552.400879 900000.000000 -363552.400879 1011500.000000
5	24	13	-270332.852824 900000.000000 -270332.852824 1011500.000000
5	24	14	-163810.290762 900000.000000 -163810.290762 1011500.000000
5	24	15	-53657.548949 900000.000000 -53657.548949 1011500.000000
5	24	16	53657.548949 900000.000000 53657.548949 1011500.000000
5	24	17	163810.290762 900000.000000 163810.290762 1011500.000000
5	24	18	270332.852824 900000.000000 270332.852824 1011500.000000
5	24	19	363552.400879 900000.000000 363552.400879 1011500.000000
5	24	20	450520.528033 900000.000000 450520.528033 1011500.000000
5	24	21	522858.008799 900000.000000 522858.008799 1011500.000000
5	24	22	584849.470177 900000.000000 584849.470177 1011500.000000
5	24	23	641005.184833 900000.000000 641005.184833 1011500.000000
5	24	24	683923.597945 900000.000000 683923.597945 1011500.000000
5	24	25	722344.540544 900000.000000 722344.540544 1011500.000000
5	24	26	752949.766348 900000.000000 752949.766348 1011500.000000
5	24	27	780343.161072 900000.000000 780343.161072 1011500.000000
5	24	28	801043.368586 900000.000000 801043.368586 1011500.000000
5	24	29	815523.470774 900000.000000 815523.470774 1011500.000000
5	24	30	832134.240789 900000.000000 832134.240789 1011500.000000
5	24	31	843228.899863 900000.000000 843228.899863 1011500.000000
5	25	0	-843228.899863 1011500.000000 -843228.899863 1123000.000000
5	25	1	-832134.240789 1011500.000000 -832134.240789 1123000.000000
5	25	2	-815523.470774 1011500.000000 -815523.470774 1123000.000000
5	25	3	-801043.368586 1011500.000000 -801043.368586 1123000.000000
5	25	4	-780343.161072 1011500.000000 -780343.161072 1123000.000000
5	25	5	-752949.766348 1011500.000000 -752949.766348 1123000.000000
5	25	6	-722344.540544 1011500.000000 -722344.540544 1123000.000000
5	25	7	-683923.597945 1011500.000000 -683923.597945 1123000.000000
5	25	8	-641005.184833 1011500.000000 -641005.184833 1123000.000000
5	25	9	-584849.470177 1011500.000000 -584849.470177 1123000.000000
5	25	10	-522858.008799 1011500.000000 -522858.008799 1123000.000000
5	25	11	-450520.528033 1011500.000000 -450520.528033 1123000.000000
5	25	12	-363552.400879 1011500.000000 -363552.400879 1123000.000000
5	25	13	-270332.852824 1011500.000000 -270332.852824 1123000.000000
5	25	14	-163810.290762 1011500.000000 -163810.290762 1123000.000000
5	25	15	-53657.548949 1011500.000000 -53657.548949 1123000.000000
5	25	16	53657.548949 1011500.000000 53657.548949 1123000.000000
5	25	17	163810.290762 1011500.000000 163810.290762 1123000.000000
5	25	18	270332.852824 1011500.000000 270332.852824 1123000.000000
5	25	19	363552.400879 1011500.000000 363552.400879 1123000.000000
5	25	20	450520.528033 1011500.000000 450520.528033 1123000.000000
5	25	21	522858.008799 1011500.000000 522858.008799 1123000.000000
5	25	22	584849.470177 1011500.000000 584849.470177 1123000.000000
5	25	23	641005.184833 1011500.000000 641005.184833 1123000.000000
5	25	24	683923.597945 1011500.000000 683923.597945 1123000.000000
5	25	25	722344.540544 1011500.000000 722344.540544 1123000.000000
5	25	26	752949.766348 1011500.000000 752949.766348 1123000.000000
5	25	27	780343.161072 1011500.000000 780343.161072 1123000.000000
5	25	28	801043.368586 1011500.000000 801043.368586 1123000.000000
5	25	29	815523.470774 1011500.000000 815523.470774 1123000.000000
5	25	30	832134.240789 1011500.000000 832134.240789 1123000.000000
5	25	31	843228.899863 1011500.000000 843228.899863 1123000.000000
5	26	0	-843228.899863 1123000.000000 -843228.899863 1234500.000000
5	26	1	-832134.240789 1123000.000000 -832134.240789 1234500.000000
5	26	2	-815523.470774 1123000.000000 -815523.470774 1234500.000000
5	26	3	-801043.368586 1123000.000000 -801043.368586 1234500.000000
5	26	4	-780343.161072 1123000.000000 -780343.161072 1234500.000000
5	26	5	-752949.766348 1123000.000000 -752949.766348 1234500.000000
5	26	6	-722344.540544 1123000.000000 -722344.540544 1234500.000000
5	26	7	-683923.597945 1123000.000000 -683923.597945 1234500.000000
5	26	8	-641005.184833 1123000.000000 -641005.184833 1234500.000000
5	26	9	-584849.470177 1123000.000000 -584849.470177 1234500.000000
5	26	10	-522858.008799 1123000.000000 -522858.008799 1234500.000000
5	26	11	-450520.528033 1123000.000000 -450520.528033 1234500.000000
5	26	12	-363552.400879 1123000.000000 -363552.400879 1234500.000000
5	26	13	-270332.852824 1123000.000000 -270332.852824 1234500.000000
5	26	14	-163810.290762 1123000.000000 -163810.290762 1234500.000000
5	26	15	-53657.548949 1123000.000000 -53657.548949 1234500.000000
5	26	16	53657.548949 1123000.000000 53657.548949 1234500.000000
